Player,GameAdj,Game,Injury Type,Position,Season,Team
"Harvey-Pinard, Rafaël",1604,35,COVID-related,F,2021/22,Montreal
"Heinen, Danton",1604,35,COVID-related,F,2021/22,Pittsburgh
"Hörnqvist, Patric",1604,35,COVID-related,F,2021/22,Florida
"Johnsson, Andreas",1604,35,COVID-related,F,2021/22,New Jersey
"Karlsson, Erik",1604,35,Upper body,D,2021/22,San Jose
"Middleton, Jacob",1604,35,Upper body,D,2021/22,San Jose
"Murray, Ryan",1604,35,Upper body,D,2021/22,Colorado
"Perunovich, Scott",1604,35,COVID-related,D,2021/22,St. Louis
"Pitlick, Tyler",1604,35,Undisclosed,F,2021/22,Calgary
"Reimer, James",1604,35,Lower body,G,2021/22,San Jose
"Robertson, Jason",1604,35,Lower body,F,2021/22,Dallas
"Shesterkin, Igor",1604,35,COVID-related,G,2021/22,NY Rangers
"Smith, Mike",1604,35,Thumb,G,2021/22,Edmonton
"Suess, C.J.",1604,35,Hand,F,2021/22,Winnipeg
"Svechnikov, Evgeny",1604,35,Upper body,F,2021/22,Winnipeg
"Tarasenko, Vladimir",1604,35,COVID-related,F,2021/22,St. Louis
"Thompson, Tage",1604,35,COVID-related,F,2021/22,Buffalo
"Turris, Kyle",1604,35,COVID-related,F,2021/22,Edmonton
"Vaněček, Vítek",1604,35,Illness,G,2021/22,Washington
"Voráček, Jakub",1604,35,COVID-related,F,2021/22,Columbus
"Walman, Jake",1604,35,COVID-related,D,2021/22,St. Louis
"Ylönen, Jesse",1604,35,COVID-related,F,2021/22,Montreal
"Allen, Jake",1605,36,Lower body,G,2021/22,Montreal
"Andersson, Lias",1605,36,Undisclosed,F,2021/22,Los Angeles
"Bastian, Nathan",1605,36,COVID-related,F,2021/22,New Jersey
"Bonino, Nick",1605,36,COVID-related,F,2021/22,San Jose
"Bratt, Jesper",1605,36,COVID-related,F,2021/22,New Jersey
"Brossoit, Laurent",1605,36,Upper body,G,2021/22,Vegas
"Brown, Patrick",1605,36,Knee,F,2021/22,Philadelphia
"Brännström, Erik",1605,36,COVID-related,D,2021/22,Ottawa
"Carrick, Sam",1605,36,COVID-related,F,2021/22,Anaheim
"Czarnik, Austin",1605,36,Upper body,F,2021/22,NY Islanders
"Deslauriers, Nicolas",1605,36,COVID-related,F,2021/22,Anaheim
"Ehlers, Nikolaj",1605,36,Knee,F,2021/22,Winnipeg
"Forsberg, Filip",1605,36,COVID-related,F,2021/22,Nashville
"Frk, Martin",1605,36,COVID-related,F,2021/22,Los Angeles
"Gauthier, Julien",1605,36,COVID-related,F,2021/22,NY Rangers
"Geertsen, Mason",1605,36,COVID-related,D,2021/22,New Jersey
"Grant, Derek",1605,36,COVID-related,F,2021/22,Anaheim
"Holl, Justin",1605,36,COVID-related,D,2021/22,Toronto
"Hunt, Dryden",1605,36,Upper body,F,2021/22,NY Rangers
"Hyman, Zach",1605,36,COVID-related,F,2021/22,Edmonton
"Jones, Seth",1605,36,COVID-related,D,2021/22,Chicago
"Kaše, Ondřej",1605,36,COVID-related,F,2021/22,Toronto
"Kero, Tanner",1605,36,COVID-related,F,2021/22,Dallas
"Luukkonen, Ukko-Pekka",1605,36,Lower body,G,2021/22,Buffalo
"McCabe, Jake",1605,36,COVID-related,D,2021/22,Chicago
"Nečas, Martin",1605,36,COVID-related,F,2021/22,Carolina
"Nichushkin, Valeri",1605,36,COVID-related,F,2021/22,Colorado
"Paquette, Cédric",1605,36,Undisclosed,F,2021/22,Montreal
"Reaves, Ryan",1605,36,COVID-related,F,2021/22,NY Rangers
"Reilly, Mike",1605,36,COVID-related,D,2021/22,Boston
"Ristolainen, Rasmus",1605,36,COVID-related,D,2021/22,Philadelphia
"Sillinger, Cole",1605,36,COVID-related,F,2021/22,Columbus
"Skinner, Stuart",1605,36,COVID-related,G,2021/22,Edmonton
"Subban, Malcolm",1605,36,Upper body,G,2021/22,Buffalo
"Šimek, Radim",1605,36,Lower body,D,2021/22,San Jose
"Barrie, Tyson",1606,37,Upper body,D,2021/22,Edmonton
"Batherson, Drake",1606,37,Ankle,F,2021/22,Ottawa
"Blackwood, Mackenzie",1606,37,COVID-related,G,2021/22,New Jersey
"Boqvist, Adam",1606,37,COVID-related,D,2021/22,Columbus
"Brown, Logan",1606,37,Illness,F,2021/22,St. Louis
"Dach, Kirby",1606,37,COVID-related,F,2021/22,Chicago
"Gadjovich, Jonah",1606,37,Upper body,F,2021/22,San Jose
"Gambrell, Dylan",1606,37,Upper body,F,2021/22,Ottawa
"Gavrikov, Vladislav",1606,37,COVID-related,D,2021/22,Columbus
"Gibson, John",1606,37,COVID-related,G,2021/22,Anaheim
"Girgensons, Zemgus",1606,37,Lower body,F,2021/22,Buffalo
"Goodrow, Barclay",1606,37,COVID-related,F,2021/22,NY Rangers
"Hagelin, Carl",1606,37,COVID-related,F,2021/22,Washington
"Halák, Jaroslav",1606,37,COVID-related,G,2021/22,Vancouver
"Johansson, Jonas",1606,37,COVID-related,G,2021/22,Florida
"Kassian, Zack",1606,37,Illness,F,2021/22,Edmonton
"Kuokkanen, Janne",1606,37,COVID-related,F,2021/22,New Jersey
"Larkin, Dylan",1606,37,Upper body,F,2021/22,Detroit
"Lettieri, Vinni",1606,37,COVID-related,F,2021/22,Anaheim
"Lindholm, Hampus",1606,37,COVID-related,D,2021/22,Anaheim
"Martinook, Jordan",1606,37,COVID-related,F,2021/22,Carolina
"McDonagh, Ryan",1606,37,Lower body,D,2021/22,Tampa Bay
"Muzzin, Jake",1606,37,Concussion,D,2021/22,Toronto
"Orlov, Dmitry",1606,37,COVID-related,D,2021/22,Washington
"Parayko, Colton",1606,37,COVID-related,D,2021/22,St. Louis
"Perron, David",1606,37,COVID-related,F,2021/22,St. Louis
"Schenn, Brayden",1606,37,COVID-related,F,2021/22,St. Louis
"Schmid, Akira",1606,37,COVID-related,G,2021/22,New Jersey
"Severson, Damon",1606,37,COVID-related,D,2021/22,New Jersey
"Stanley, Logan",1606,37,Upper body,D,2021/22,Winnipeg
"Strome, Dylan",1606,37,COVID-related,F,2021/22,Chicago
"Trenin, Yakov",1606,37,COVID-related,F,2021/22,Nashville
"Armia, Joel",1607,38,COVID-related,F,2021/22,Montreal
"Barabanov, Alexander",1607,38,COVID-related,F,2021/22,San Jose
"Barber, Riley",1607,38,Lower body,F,2021/22,Detroit
"Borowiecki, Mark",1607,38,Lower body,D,2021/22,Nashville
"Bryson, Jacob",1607,38,Lower body,D,2021/22,Buffalo
"Buchnevich, Pavel",1607,38,COVID-related,F,2021/22,St. Louis
"Caufield, Cole",1607,38,COVID-related,F,2021/22,Montreal
"Connolly, Brett",1607,38,COVID-related,F,2021/22,Chicago
"DeMelo, Dylan",1607,38,Lower body,D,2021/22,Winnipeg
"Driedger, Chris",1607,38,COVID-related,G,2021/22,Seattle
"Dzingel, Ryan",1607,38,COVID-related,F,2021/22,Arizona
"Garland, Conor",1607,38,COVID-related,F,2021/22,Vancouver
"Greer, A.J.",1607,38,Upper body,F,2021/22,New Jersey
"Lafrenière, Alexis",1607,38,COVID-related,F,2021/22,NY Rangers
"Miller, Colin",1607,38,Upper body,D,2021/22,Buffalo
"Norris, Josh",1607,38,Shoulder,F,2021/22,Ottawa
"O'Connor, Drew",1607,38,Upper body,F,2021/22,Pittsburgh
"Roussel, Antoine",1607,38,COVID-related,F,2021/22,Arizona
"Rowney, Carter",1607,38,Lower body,F,2021/22,Detroit
"Sheary, Conor",1607,38,COVID-related,F,2021/22,Washington
"Teräväinen, Teuvo",1607,38,Lower body,F,2021/22,Carolina
"Bibeau, Antoine",1608,39,COVID-related,G,2021/22,Seattle
"Blidh, Anton",1608,39,Upper body,F,2021/22,Boston
"Carlson, John",1608,39,COVID-related,D,2021/22,Washington
"Carrier, William",1608,39,Upper body,F,2021/22,Vegas
"Domingue, Louis",1608,39,Foot,G,2021/22,Pittsburgh
"Ekholm, Mattias",1608,39,COVID-related,D,2021/22,Nashville
"Faksa, Radek",1608,39,Illness,F,2021/22,Dallas
"Grzelcyk, Matt",1608,39,Upper body,D,2021/22,Boston
"Hayes, Kevin",1608,39,Hip,F,2021/22,Philadelphia
"Hinostroza, Vinnie",1608,39,Lower body,F,2021/22,Buffalo
"Horvat, Bo",1608,39,COVID-related,F,2021/22,Vancouver
"Kempe, Adrian",1608,39,COVID-related,F,2021/22,Los Angeles
"Merrill, Jon",1608,39,COVID-related,D,2021/22,Minnesota
"Morrissey, Josh",1608,39,COVID-related,D,2021/22,Winnipeg
"Oleksiak, Jamie",1608,39,Illness,D,2021/22,Seattle
"Oshie, T.J.",1608,39,Upper body,F,2021/22,Washington
"Palát, Ondřej",1608,39,Lower body,F,2021/22,Tampa Bay
"Patrick, Nolan",1608,39,COVID-related,F,2021/22,Vegas
"Perunovich, Scott",1608,39,Wrist,D,2021/22,St. Louis
"Raffl, Michael",1608,39,Lower body,F,2021/22,Dallas
"Roy, Nicolas",1608,39,COVID-related,F,2021/22,Vegas
"Sturm, Nico",1608,39,COVID-related,F,2021/22,Minnesota
"Theodore, Shea",1608,39,COVID-related,D,2021/22,Vegas
"Thompson, Tage",1608,39,COVID-related,F,2021/22,Buffalo
"Toninato, Dominic",1608,39,COVID-related,F,2021/22,Winnipeg
"Zucker, Jason",1608,39,Core muscle,F,2021/22,Pittsburgh
"Benoît, Simon",1609,40,COVID-related,D,2021/22,Anaheim
"Demko, Thatcher",1609,40,COVID-related,G,2021/22,Vancouver
"Drouin, Jonathan",1609,40,Wrist,F,2021/22,Montreal
"Fabbro, Dante",1609,40,Upper body,D,2021/22,Nashville
"Foligno, Marcus",1609,40,Upper body,F,2021/22,Minnesota
"Foligno, Nick",1609,40,Concussion,F,2021/22,Boston
"Forsling, Gustav",1609,40,COVID-related,D,2021/22,Florida
"Greiss, Thomas",1609,40,COVID-related,G,2021/22,Detroit
"Hörnqvist, Patric",1609,40,Upper body,F,2021/22,Florida
"Juolevi, Olli",1609,40,Undisclosed,D,2021/22,Florida
"Khaira, Jujhar",1609,40,Back,F,2021/22,Chicago
"Klingberg, John",1609,40,Upper body,D,2021/22,Dallas
"Mayo, Dysin",1609,40,COVID-related,D,2021/22,Arizona
"Miller, J.T.",1609,40,COVID-related,F,2021/22,Vancouver
"Montembeault, Sam",1609,40,Wrist,G,2021/22,Montreal
"Okposo, Kyle",1609,40,Upper body,F,2021/22,Buffalo
"Samberg, Dylan",1609,40,Upper body,D,2021/22,Winnipeg
"Smith, Ty",1609,40,Upper body,D,2021/22,New Jersey
"Terry, Troy",1609,40,COVID-related,F,2021/22,Anaheim
"Černák, Erik",1609,40,Lower body,D,2021/22,Tampa Bay
"Aston-Reese, Zach",1610,41,Lower body,F,2021/22,Pittsburgh
"Balcers, Rūdolfs",1610,41,COVID-related,F,2021/22,San Jose
"Beaulieu, Nathan",1610,41,Lower body,D,2021/22,Winnipeg
"Bennett, Sam",1610,41,Lower body,F,2021/22,Florida
"Blackwood, Mackenzie",1610,41,Heel,G,2021/22,New Jersey
"Bogosian, Zach",1610,41,Lower body,D,2021/22,Tampa Bay
"Brooks, Adam",1610,41,Undisclosed,F,2021/22,Vegas
"Buchnevich, Pavel",1610,41,COVID-related,F,2021/22,St. Louis
"Butcher, Will",1610,41,Upper body,D,2021/22,Buffalo
"Dumba, Matt",1610,41,Upper body,D,2021/22,Minnesota
"Farabee, Joel",1610,41,Upper body,F,2021/22,Philadelphia
"Fowler, Cam",1610,41,COVID-related,D,2021/22,Anaheim
"Martin, Spencer",1610,41,COVID-related,G,2021/22,Vancouver
"Milano, Sonny",1610,41,Upper body,F,2021/22,Anaheim
"Oleksiak, Jamie",1610,41,Lower body,D,2021/22,Seattle
"Quinn, Jack",1610,41,Lower body,F,2021/22,Buffalo
"Rask, Tuukka",1610,41,Lower body,G,2021/22,Boston
"Rutta, Jan",1610,41,Undisclosed,D,2021/22,Tampa Bay
"Stillman, Riley",1610,41,Shoulder,D,2021/22,Chicago
"Stolarz, Anthony",1610,41,COVID-related,G,2021/22,Anaheim
"Stone, Mark",1610,41,COVID-related,F,2021/22,Vegas
"Teräväinen, Teuvo",1610,41,Lower body,F,2021/22,Carolina
"Texier, Alexandre",1610,41,Finger,F,2021/22,Columbus
"Thompson, Logan",1610,41,COVID-related,G,2021/22,Vegas
"Whitecloud, Zach",1610,41,Back,D,2021/22,Vegas
"Allison, Wade",1611,42,Knee,F,2021/22,Philadelphia
"Bishop, Clark",1611,42,Leg,F,2021/22,Ottawa
"Bļugers, Teodors",1611,42,Jaw,F,2021/22,Pittsburgh
"Dvorak, Christian",1611,42,Concussion,F,2021/22,Montreal
"Haula, Erik",1611,42,COVID-related,F,2021/22,Boston
"Jensen, Nick",1611,42,Upper body,D,2021/22,Washington
"Kakko, Kaapo",1611,42,Wrist,F,2021/22,NY Rangers
"Karlsson, Erik",1611,42,Arm,D,2021/22,San Jose
"Lankinen, Kevin",1611,42,Hand,G,2021/22,Chicago
"Larsson, Johan",1611,42,Hernia,F,2021/22,Arizona
"MacKinnon, Nathan",1611,42,Concussion,F,2021/22,Colorado
"Manson, Josh",1611,42,COVID-related,D,2021/22,Anaheim
"McLeod, Michael",1611,42,Undisclosed,F,2021/22,New Jersey
"Pearson, Tanner",1611,42,COVID-related,F,2021/22,Vancouver
"Soucy, Carson",1611,42,Lower body,D,2021/22,Seattle
"Varlamov, Semyon",1611,42,COVID-related,G,2021/22,NY Islanders
"Asplund, Rasmus",1612,43,COVID-related,F,2021/22,Buffalo
"Bean, Jake",1612,43,Groin,D,2021/22,Columbus
"Burroughs, Kyle",1612,43,Leg,D,2021/22,Vancouver
"Chytil, Filip",1612,43,Lower body,F,2021/22,NY Rangers
"Dahlin, Rasmus",1612,43,COVID-related,D,2021/22,Buffalo
"Dubois, Pierre-Luc",1612,43,COVID-related,F,2021/22,Winnipeg
"Girgensons, Zemgus",1612,43,Lower body,F,2021/22,Buffalo
"Hill, Adin",1612,43,Lower body,G,2021/22,San Jose
"Holtby, Braden",1612,43,Lower body,G,2021/22,Dallas
"Houser, Michael",1612,43,COVID-related,G,2021/22,Buffalo
"Kiviranta, Joel",1612,43,Lower body,F,2021/22,Dallas
"Koskinen, Mikko",1612,43,COVID-related,G,2021/22,Edmonton
"Kotkaniemi, Jesperi",1612,43,COVID-related,F,2021/22,Carolina
"Lindström, Gustav",1612,43,Undisclosed,D,2021/22,Detroit
"Olofsson, Victor",1612,43,COVID-related,F,2021/22,Buffalo
"Pionk, Neal",1612,43,COVID-related,D,2021/22,Winnipeg
"Poganski, Austin",1612,43,COVID-related,F,2021/22,Winnipeg
"Russell, Kris",1612,43,Undisclosed,D,2021/22,Edmonton
"Savard, David",1612,43,Ankle,D,2021/22,Montreal
"Tolvanen, Eeli",1612,43,COVID-related,F,2021/22,Nashville
"Bailey, Josh",1613,44,Upper body,F,2021/22,NY Islanders
"Bemström, Emil",1613,44,COVID-related,F,2021/22,Columbus
"Butcher, Will",1613,44,Lower body,D,2021/22,Buffalo
"Dumba, Matt",1613,44,Lower body,D,2021/22,Minnesota
"Järnkrok, Calle",1613,44,Upper body,F,2021/22,Seattle
"Kucherov, Nikita",1613,44,COVID-related,F,2021/22,Tampa Bay
"Mamin, Maxim",1613,44,Undisclosed,F,2021/22,Florida
"Newhook, Alex",1613,44,Illness,F,2021/22,Colorado
"Poolman, Tucker",1613,44,Migraine,D,2021/22,Vancouver
"Robinson, Eric",1613,44,Knee,F,2021/22,Columbus
"Thompson, Tage",1613,44,Undisclosed,F,2021/22,Buffalo
"Toews, Jonathan",1613,44,Concussion,F,2021/22,Chicago
"Vaakanainen, Urho",1613,44,Facial,D,2021/22,Boston
"Bergeron, Patrice",1614,45,Head,F,2021/22,Boston
"Borgen, Will",1614,45,COVID-related,D,2021/22,Seattle
"Coghlan, Dylan",1614,45,COVID-related,D,2021/22,Vegas
"Faksa, Radek",1614,45,Lower body,F,2021/22,Dallas
"Ferraro, Mario",1614,45,Mouth,D,2021/22,San Jose
"Fox, Adam",1614,45,Upper body,D,2021/22,NY Rangers
"Grant, Derek",1614,45,Lower body,F,2021/22,Anaheim
"Heinen, Danton",1614,45,Upper body,F,2021/22,Pittsburgh
"Kassian, Zack",1614,45,Jaw,F,2021/22,Edmonton
"Keith, Duncan",1614,45,Concussion,D,2021/22,Edmonton
"Kempný, Michal",1614,45,COVID-related,D,2021/22,Washington
"Kuhlman, Karson",1614,45,Upper body,F,2021/22,Seattle
"McNiven, Michael",1614,45,Undisclosed,G,2021/22,Montreal
"Mittelstadt, Casey",1614,45,Upper body,F,2021/22,Buffalo
"Sekera, Andrej",1614,45,Upper body,D,2021/22,Dallas
"Stephenson, Chandler",1614,45,COVID-related,F,2021/22,Vegas
"Turris, Kyle",1614,45,Undisclosed,F,2021/22,Edmonton
"Wahlstrom, Oliver",1614,45,Upper body,F,2021/22,NY Islanders
"Anderson, Mikey",1615,46,Upper body,D,2021/22,Los Angeles
"Benning, Matt",1615,46,Lower body,D,2021/22,Nashville
"Chabot, Thomas",1615,46,Upper body,D,2021/22,Ottawa
"Grzelcyk, Matt",1615,46,Upper body,D,2021/22,Boston
"Hague, Nicolas",1615,46,Undisclosed,D,2021/22,Vegas
"Hughes, Jack",1615,46,COVID-related,F,2021/22,New Jersey
"Roy, Matt",1615,46,COVID-related,D,2021/22,Los Angeles
"Scandella, Marco",1615,46,Lower body,D,2021/22,St. Louis
"Wedgewood, Scott",1615,46,Upper body,G,2021/22,Arizona
"Whitecloud, Zach",1615,46,Foot,D,2021/22,Vegas
"Borowiecki, Mark",1616,47,Illness,D,2021/22,Nashville
"Brassard, Derick",1616,47,Hip,F,2021/22,Philadelphia
"Highmore, Matthew",1616,47,COVID-related,F,2021/22,Vancouver
"Hughes, Quinn",1616,47,COVID-related,D,2021/22,Vancouver
"Klingberg, John",1616,47,Upper body,D,2021/22,Dallas
"Leddy, Nick",1616,47,Upper body,D,2021/22,Detroit
"Malkin, Evgeni",1616,47,COVID-related,F,2021/22,Pittsburgh
"Megna, Jaycob",1616,47,Foot,D,2021/22,San Jose
"Ovechkin, Alexander",1616,47,COVID-related,F,2021/22,Washington
"Ristolainen, Rasmus",1616,47,Upper body,D,2021/22,Philadelphia
"Vaněček, Vítek",1616,47,Upper body,G,2021/22,Washington
"Balcers, Rūdolfs",1617,48,Upper body,F,2021/22,San Jose
"Chiarot, Ben",1617,48,Lower body,D,2021/22,Montreal
"Copp, Andrew",1617,48,Concussion,F,2021/22,Winnipeg
"Johansson, Marcus",1617,48,Undisclosed,F,2021/22,Seattle
"Korpisalo, Joonas",1617,48,Lower body,G,2021/22,Columbus
"Manson, Josh",1617,48,Finger,D,2021/22,Anaheim
"Mayhew, Gerald",1617,48,Eye,F,2021/22,Philadelphia
"Priskie, Chase",1617,48,Undisclosed,D,2021/22,Florida
"Stone, Mark",1617,48,Back,F,2021/22,Vegas
"Thornton, Joe",1617,48,Undisclosed,F,2021/22,Florida
"Zuccarello, Mats",1617,48,Undisclosed,F,2021/22,Minnesota
"Barzal, Mathew",1618,49,Lower body,F,2021/22,NY Islanders
"Bratt, Jesper",1618,49,Upper body,F,2021/22,New Jersey
"Chára, Zdeno",1618,49,Upper body,D,2021/22,NY Islanders
"Cousins, Nick",1618,49,Lower body,F,2021/22,Nashville
"Greenway, Jordan",1618,49,Upper body,F,2021/22,Minnesota
"Hronek, Filip",1618,49,COVID-related,D,2021/22,Detroit
"Johnsson, Andreas",1618,49,Lower body,F,2021/22,New Jersey
"Kuokkanen, Janne",1618,49,Wrist,F,2021/22,New Jersey
"Lehner, Robin",1618,49,Upper body,G,2021/22,Vegas
"Merzļikins, Elvis",1618,49,Lower body,G,2021/22,Columbus
"Nemeth, Patrik",1618,49,Undisclosed,D,2021/22,NY Rangers
"Ovechkin, Alexander",1618,49,COVID-related,F,2021/22,Washington
"Perfetti, Cole",1618,49,Upper body,F,2021/22,Winnipeg
"Pitlick, Tyler",1618,49,Undisclosed,F,2021/22,Montreal
"Puljujärvi, Jesse",1618,49,Lower body,F,2021/22,Edmonton
"Tarasenko, Vladimir",1618,49,Undisclosed,F,2021/22,St. Louis
"Armia, Joel",1619,50,Facial,F,2021/22,Montreal
"Gambrell, Dylan",1619,50,Undisclosed,F,2021/22,Ottawa
"Hart, Carter",1619,50,Eye,G,2021/22,Philadelphia
"Muzzin, Jake",1619,50,Concussion,D,2021/22,Toronto
"Namestnikov, Vladislav",1619,50,Lower body,F,2021/22,Detroit
"Patrick, Nolan",1619,50,Head,F,2021/22,Vegas
"Schueneman, Corey",1619,50,COVID-related,D,2021/22,Montreal
"Smith, Brendan",1619,50,Head,D,2021/22,Carolina
"Vaakanainen, Urho",1619,50,Undisclosed,D,2021/22,Boston
"Balcers, Rūdolfs",1620,51,Upper body,F,2021/22,San Jose
"Borowiecki, Mark",1620,51,Lower body,D,2021/22,Nashville
"Chabot, Thomas",1620,51,Illness,D,2021/22,Ottawa
"Chytil, Filip",1620,51,Illness,F,2021/22,NY Rangers
"Dahlin, Rasmus",1620,51,Lower body,D,2021/22,Buffalo
"DeAngelo, Tony",1620,51,Abdominal,D,2021/22,Carolina
"Getzlaf, Ryan",1620,51,Lower body,F,2021/22,Anaheim
"Ladd, Andrew",1620,51,Lower body,F,2021/22,Arizona
"Lindström, Gustav",1620,51,Mid-body,D,2021/22,Detroit
"MacKinnon, Nathan",1620,51,Lower body,F,2021/22,Colorado
"Reichel, Kristian",1620,51,Lower body,F,2021/22,Winnipeg
"Sekera, Andrej",1620,51,Illness,D,2021/22,Dallas
"Werenski, Zach",1620,51,Upper body,D,2021/22,Columbus
"Zaitsev, Nikita",1620,51,Illness,D,2021/22,Ottawa
"Athanasiou, Andreas",1621,52,Undisclosed,F,2021/22,Los Angeles
"Burroughs, Kyle",1621,52,Upper body,D,2021/22,Vancouver
"Coghlan, Dylan",1621,52,Illness,D,2021/22,Vegas
"Dermott, Travis",1621,52,Illness,D,2021/22,Toronto
"Engvall, Pierre",1621,52,Illness,F,2021/22,Toronto
"Lazar, Curtis",1621,52,Upper body,F,2021/22,Boston
"Marchessault, Jonathan",1621,52,Illness,F,2021/22,Vegas
"Meloche, Nicolas",1621,52,Upper body,D,2021/22,San Jose
"Okposo, Kyle",1621,52,Illness,F,2021/22,Buffalo
"Olofsson, Victor",1621,52,Illness,F,2021/22,Buffalo
"Schultz, Justin",1621,52,Upper body,D,2021/22,Washington
"Sundqvist, Oskar",1621,52,Lower body,F,2021/22,St. Louis
"Tierney, Chris",1621,52,Lower body,F,2021/22,Ottawa
"Byron, Paul",1622,53,Upper body,F,2021/22,Montreal
"Carrier, Alexandre",1622,53,Upper body,D,2021/22,Nashville
"Dahlén, Jonathan",1622,53,Undisclosed,F,2021/22,San Jose
"Ferraro, Mario",1622,53,Leg,D,2021/22,San Jose
"Janmark, Mattias",1622,53,Upper body,F,2021/22,Vegas
"Jokiharju, Henri",1622,53,Lower body,D,2021/22,Buffalo
"Kaše, Ondřej",1622,53,Upper body,F,2021/22,Toronto
"McCabe, Jake",1622,53,Back,D,2021/22,Chicago
"Nugent-Hopkins, Ryan",1622,53,Shoulder,F,2021/22,Edmonton
"O'Brien, Liam",1622,53,Upper body,F,2021/22,Arizona
"Pacioretty, Max",1622,53,Lower body,F,2021/22,Vegas
"Yamamoto, Kailer",1622,53,Undisclosed,F,2021/22,Edmonton
"Zuccarello, Mats",1622,53,Undisclosed,F,2021/22,Minnesota
"de Haan, Calvin",1622,53,Groin,D,2021/22,Chicago
"Boqvist, Adam",1623,54,Upper body,D,2021/22,Columbus
"Dickinson, Jason",1623,54,Lower body,F,2021/22,Vancouver
"Heiskanen, Miro",1623,54,Illness,D,2021/22,Dallas
"Matheson, Mike",1623,54,Upper body,D,2021/22,Pittsburgh
"McCann, Jared",1623,54,Upper body,F,2021/22,Seattle
"Nichushkin, Valeri",1623,54,Upper body,F,2021/22,Colorado
"Schultz, Justin",1623,54,Upper body,D,2021/22,Washington
"Seguin, Tyler",1623,54,Illness,F,2021/22,Dallas
"Borowiecki, Mark",1624,55,Lower body,D,2021/22,Nashville
"Gaunce, Brendan",1624,55,Upper body,F,2021/22,Columbus
"Gibson, John",1624,55,Illness,G,2021/22,Anaheim
"Henrique, Adam",1624,55,Illness,F,2021/22,Anaheim
"Katchouk, Boris",1624,55,COVID-related,F,2021/22,Tampa Bay
"Lomberg, Ryan",1624,55,Undisclosed,F,2021/22,Florida
"McKegg, Greg",1624,55,Illness,F,2021/22,NY Rangers
"Murray, Matt",1624,55,Neck,G,2021/22,Ottawa
"Reimer, James",1624,55,Lower body,G,2021/22,San Jose
"Rooney, Kevin",1624,55,Upper body,F,2021/22,NY Rangers
"Sandin, Rasmus",1624,55,Illness,D,2021/22,Toronto
"Zacha, Pavel",1624,55,Illness,F,2021/22,New Jersey
"Andersen, Frederik",1625,56,Undisclosed,G,2021/22,Carolina
"Barrie, Tyson",1625,56,Upper body,D,2021/22,Edmonton
"Beaulieu, Nathan",1625,56,Lower body,D,2021/22,Winnipeg
"Connauton, Kevin",1625,56,Undisclosed,D,2021/22,Philadelphia
"Evans, Jake",1625,56,Upper body,F,2021/22,Montreal
"Hagelin, Carl",1625,56,Eye,F,2021/22,Washington
"Hammond, Andrew",1625,56,Lower body,G,2021/22,Montreal
"McNabb, Brayden",1625,56,Arm,D,2021/22,Vegas
"Roussel, Antoine",1625,56,Lower body,F,2021/22,Arizona
"Rowney, Carter",1625,56,Lower body,F,2021/22,Detroit
"Samsonov, Ilya",1625,56,Upper body,G,2021/22,Washington
"Snively, Joe",1625,56,Upper body,F,2021/22,Washington
"Sundqvist, Oskar",1625,56,Knee,F,2021/22,St. Louis
"Šimek, Radim",1625,56,Upper body,D,2021/22,San Jose
"Bouchard, Evan",1626,57,Illness,D,2021/22,Edmonton
"Bozak, Tyler",1626,57,Illness,F,2021/22,St. Louis
"Buchnevich, Pavel",1626,57,Concussion,F,2021/22,St. Louis
"DeKeyser, Danny",1626,57,Undisclosed,D,2021/22,Detroit
"Grzelcyk, Matt",1626,57,Upper body,D,2021/22,Boston
"Hischier, Nico",1626,57,Lower body,F,2021/22,New Jersey
"Holtby, Braden",1626,57,Lower body,G,2021/22,Dallas
"Lemieux, Brendan",1626,57,Lower body,F,2021/22,Los Angeles
"Lundell, Anton",1626,57,Lower body,F,2021/22,Florida
"Smith, Mike",1626,57,Illness,G,2021/22,Edmonton
"Turris, Kyle",1626,57,Undisclosed,F,2021/22,Edmonton
"Arvidsson, Viktor",1627,58,Lower body,F,2021/22,Los Angeles
